entity_id,dt_url,pic_url,label_color,label_index,sku
27,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/701645604_datablad.pdf,green,A,701645604
28,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/705923604_Datablad.pdf,green,A,705923604
1,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358944305_datablad_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358944305_Nilan energilabel confort 300lr_0.jpg,green,A,GENPAKNILAN1
2,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358944305_datablad_1.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358944305_Nilan energilabel confort 300lr_2.jpg,green,A,GENPAKNILAN2
3,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359200020 Datablad Danfoss Air_1.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359200020_Energilabel Danfoss A2_2_1.jpg,green,A,GENPAKDANFOSS2
4,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359200020 Datablad Danfoss Air_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359200020_Energilabel Danfoss A2_2_0.jpg,green,A,GENPAKDANFOSS1
5,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/UNITEAIR datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/UNITEAIR Energilabel.jpg,green,A,UNITEAIR
6,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/AIRCONR290-Tekniskdata_2.jpg,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/AIRCONR290-Energimærke_2_0.jpg,yellow,A,AIRCONR290
7,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/manual_aircon7000.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/AIRCON7000_energimærke.jpg,yellow,A,AIRCON7000
8,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359011130_Tekniskdata 90001243 Erp Product Fiche_0.jpg,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359011130_Energimærke 90001243 Erp Product Label_0.jpg,green,AA,GENPAK6
9,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359011130_Tekniskdata 90001243 Erp Product Fiche_1.jpg,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359011130_Energimærke 90001243 Erp Product Label_1.jpg,green,AA,GENPAK8
10,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359011130_Tekniskdata 90001243 Erp Product Fiche_2.jpg,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359011130_Energimærke 90001243 Erp Product Label_2.jpg,green,AA,GENPAK10
11,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359011140_Tekniskdata 90001244 Erp Product Fiche_1.jpg,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359011140_Energimærke 90001244 Erp Product Label_1.jpg,green,AA,GENPAK12
12,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359011140_Tekniskdata 90001244 Erp Product Fiche_2.jpg,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359011140_Energimærke 90001244 Erp Product Label_2.jpg,green,AA,GENPAK14
13,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/AIRCON9000_Datablad.PNG,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/AIRCON9000_Energimærke.PNG,yellow,A,AIRCON9000
14,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_10.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150314_AS14S energimærke 2019_2.jpg,green,AA,346151460
15,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346019210 Datablad CopMax 10kW_1.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346019210 Energimærke CopMax 10kW_1.jpg,green,AA,346019430
16,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346019215 copmax_jordvarmepumpe_datablad_1.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346019215 Energimærke CopMax VP 15kW_1.jpg,green,AA,346019460
17,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500200_provningsattest.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500200_Energimærke_IRINA .jpg,green,AA,305500200
18,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500300_Prøvningsattest.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500300_Energilabel.PNG,green,AA,305500300
19,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371981041_Energimærke 2240 rør op_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371981041 Energimærke.jpg,lightgreen,B,371981041
20,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371980011 Datablad Metro 6441_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371980011 Energimærke Metro 6441.jpg,lightgreen,B,371980011
21,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371983016 Datablad Metro_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371983016 Metro energimærke.jpg,yellow,C,371983016
22,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345111260 Datablad Metro 655_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345111260 Energimærke Metro 655.jpg,yellow,C,345111260
23,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371983006 Datablad Metro 2623_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371983006 Energimærke Metro 2623.jpg,lightgreen,B,371983006
24,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/348858161 Datablad Metro 2685C1_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/348858161 Energimærke Metro 2685C1.jpg,yellow,C,348858161
25,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345211007 Datablad Metro 7000_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345211007 Energimærke Metro 7000.jpg,darkorange,D,345211007
26,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305600100_testrapport.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305600100_energilabel.png,green,AA,305600100
29,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345121100 Datablad Metro 611_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345121100 Energimærke Metro 611.jpg,yellow,C,345121100
30,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371311260_Datablad Pannex combi 160.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371311260_Energimærke Pannex combi 160.pdf,yellow,C,371311260
31,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500700_PIRO PRØVNINGS ATTEST_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500700 Energimærke Piro_0.jpg,green,AA,305500700
32,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500700_PIRO PRØVNINGS ATTEST.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500700 Energimærke Piro.jpg,green,AA,305500710
33,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345119830_Ondeo Datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345119830_Ondeo 30l energimærke.PNG,yellow,C,345119830
34,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346767005 Datablad Bosch Compress.pdf,green,A,346767005
35,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346767005 Datablad Bosch Compress_0.pdf,green,A,346767006
36,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346770100 - Datablad.pdf,green,AA,346770100
37,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346770110_Datablad Panasonic Etherea varmepumpe.pdf,green,AAA,346770110
38,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346770100_Datablad Panasonic Etherea varmepumpe_0.pdf,green,AAA,346770130
39,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Teknisk data luft_luft varmepumper CopMax vers 2_1.pdf,"https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346760050 Energimærke Copmax3,5kw.jpg",green,AA,346760050
40,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Teknisk data luft_luft varmepumper CopMax vers 2_1_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346760060 energimærke.png,green,AA,346760060
41,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/359105110 Datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/359105110_Energilabel-GE-Energy-2_0.jpg,green,A,359105110
42,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358944305_datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358944305_Nilan energilabel confort 300lr_1.jpg,green,A,358944305
43,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/303010100 datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/303010100_Energilabel.PNG,green,AA,303010100
44,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500200_provningsattest_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500200_Energimærke_IRINA _0.jpg,green,AA,305500204
45,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345141331_datablad_metromini_4mx_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345141331 Energimærke Metromini 4MX.jpg,green,A,345141331
46,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345141410_datablad_metromini_11_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345141410 Energimærke Metromini 11.jpg,green,A,345141410
47,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345141480 Datablad Metromini 18_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345141480 Energimærke Metromini 18.jpg,green,A,345141480
48,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500010_Datablad Karen_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500000_Energimærke Karen_0.jpg,green,AA,305500000
49,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500005_Datablad Karen.pdf,green,AA,305500005
50,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305501000_rolli_e_provningsattest_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305501005 Energimærke ROLLI E_0.jpg,green,AA,305501000
51,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305501000_rolli_e_provningsattest.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305501005 Energimærke ROLLI E.jpg,green,AA,305501005
52,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358944455_Datablad Nilan Comfort 450.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358944455_Comfort 450 energilabel_0.jpg,green,A,358944455
53,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305650120 Datablad Duna.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305650120 Energimærke Duna.jpg,green,AA,305650120
54,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305650130 Datablad Aria30.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305650130 Energimærke Aria30.jpg,green,AA,305650130
55,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305650150 Datablad Aria50.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305650150 Energimærke Aria50.jpg,green,AA,305650150
56,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358944366_Datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358944366_Comfort CT 300 energilabel_0.jpg,green,A,358944366
57,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/Datablad CopMax luft_vand varmepumper 08_2020_9.pdf,green,AA,9VP-AS10+LL
58,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/342173314_Datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/342173314_Energimærke.PNG,yellow,A,342173314
59,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358945520 datablad_nilan_comfort_302_top.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358945520_Comfort 302 Top energilabel_0.jpg,green,A,358945520
60,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150307_AS07V energimærke_2019.jpg,green,AA,346150307
61,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_3.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150310_energimaerke.jpg,green,AA,346150310
62,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_7.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150314_AS14S energimærke 2019.jpg,green,AA,346150314
63,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_11.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150321_AS20V energy lable 2019.jpg,green,AA,346150321
64,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346019210 Datablad CopMax 10kW.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346019210 Energimærke CopMax 10kW.jpg,green,AA,346019210
65,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346019215 copmax_jordvarmepumpe_datablad.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346019215 Energimærke CopMax VP 15kW.jpg,green,AA,346019215
66,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/manual_multi_180-100_beholder_307012180_2020.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/307012180_Energimærke.jpg,lightgreen,B,307012180
67,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500010_Datablad Karen.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500000_Energimærke Karen.jpg,green,AA,305500010
68,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345119830_Ondeo Datablad_1.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345119810_energimærke.jpg,lightgreen,B,345119810
69,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/345119830_Ondeo Datablad_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/345119820_energimærke.jpg,darkgreen,A,345119820
70,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346640306 Datablad Metrosaver MB-6kW.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346640306 Energimærke Metrosaver MB 6kW.jpg,green,AAA,346640306
71,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346640308 Datablad Metrosaver MB 8kW.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346640308 Energimærke Metrosaver MB 8kW_0.jpg,green,AAA,346640308
72,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346640310 Datablad Metrosaver MB 10kW.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346640310 Energimærke Metrosaver MB 10kW.jpg,green,AAA,346640310
73,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346642108 Datablad MetroAir-F8.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346642108 Energimærke Metroair F8.jpg,green,AAA,346642108
74,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346642112_Datablad MetroAir F12.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346642112 Energimærke Metroair F12.jpg,green,AAA,346642112
75,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500500 Datablad Musa_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500500 Energimærke Musa_0.jpg,green,AA,305500500
76,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/305500500 Datablad Musa.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305500500 Energimærke Musa.jpg,green,AA,305500505
77,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/358944216_Datablad Nilan Comfort CT200.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358944216_Comfort CT 200 energilabel_0.jpg,green,A,358944216
78,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150307_AS07V energimærke_2019_0.jpg,green,AA,346151510
79,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_5.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150310_energimaerke_1.jpg,green,AA,346151535
80,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/346150307_Datablad_CopMax_luft_vand_varmepumper_2020_9.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/346150314_AS14S energimærke 2019_1.jpg,green,AA,346151550
81,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Datablad_Biomax.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/Energilabel 1200GP_303004012.jpg,green,AA,303004012
82,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Datablad_Biomax_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/Energilabel 1200GP_303004012_0.jpg,green,AA,303004212
83,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Datablad_Biomax_2.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/Energilabel 1700GP_303004017_0.jpg,green,AA,303004217
84,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Datablad_Biomax_1.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/Energilabel 1700GP_303004017.jpg,green,AA,303004017
85,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/Datablad Nilan Comfort 302 Top_358945602.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/358945602_Comfort 302 Top energilabel_0.jpg,green,A,358945602
86,,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/305501000_rolli_e_provningsattest_0.pdf,green,AA,9PROLLIESORTWIFI
87,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371512015_Datablad_opro_sall-slim.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371512015_Energilabel.jpg,lightgreen,B,371512015
88,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371512015_Datablad_opro_sall-slim_0.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371512015_Energilabel_0.jpg,lightgreen,B,371512016
89,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/datasheet/371512050_Datablad_opro_sall-slim.pdf,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/energylabels/371512050_Energimærke_2.PNG,yellow,C,371512050
