import_file_id,import_id,store_id,filename,label,customer_groups,is_visible,include_in_order,product_ids,category_ids,product_skus,link
,,0,montering-af-mini-kulfilter,montering-af-mini-kulfilter,,1,,,,"223209901, 223209902",https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/montering-af-mini-kulfilter.pdf
,,0,datablad_192930600,datablad_192930600,,1,,,,192930600,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2020-06/datablad_192930600.pdf
,,0,193959110_godkendelse,193959110_godkendelse,,1,,,,193959110,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/193959110_godkendelse.pdf
,,0,193959160_godkendelse,193959160_godkendelse,,1,,,,193959160,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/193959160_godkendelse.pdf
,,0,ptfe-tape_1-0_clp_dk_sds,ptfe-tape_1-0_clp_dk_sds,,1,,,,271403019,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/datasheets/ptfe-tape_1-0_clp_dk_sds.pdf
,,0,datablad_duco_kegler_og_daeksler,datablad_duco_kegler_og_daeksler,,1,,,,"222041600, 222041315, 222042600, 222042315, 222042425, 222041425",https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2020-06/datablad_duco_kegler_og_daeksler.pdf
,,0,va_2.14_19097-19_godkendelse,va_2.14_19097-19_godkendelse,,1,,,,"192444000, 192446000, 192244000, 192424000, 192426000, 191560000, 191563000, 191565000, 191570000, 191575000, 192173000, 192177000",https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2020-05/va_2.14_19097-19_godkendelse.pdf
,,0,192246000_godkendelse,192246000_godkendelse,,1,,,,192246000,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/192246000_godkendelse.pdf
,,0,192284000_godkendelse,192284000_godkendelse,,1,,,,192284000,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2018-12/192284000_godkendelse.pdf
,,0,lauridsen_brondaeksel_datablad,lauridsen_brondaeksel_datablad,,1,,,,225582315,https://www.vvs-eksperten.dk/sites/vvs-eksperten.dk/files/2019-10/lauridsen_brondaeksel_datablad.pdf
